id	area	session	status	script	results	question
e449	16_vision_round	S45	supported (with e449b)	scripts/e449_written_or_spoken_lm.py	results/e449_*.json	Is the vocabulary written or spoken in a small sequence model?
e450	16_vision_round	S45	narrowed (only at 256-512 bits)	scripts/e450_native_codec.py	results/e450_*.json	Is the native vocabulary a better codec than PCA at equal bits?
e451	16_vision_round	S46	supported (single depth weak)	scripts/e451_concept_handles.py	results/e451_*.json	Are concept words causal handles for translating their noun?
e452	16_vision_round	S46	supported (function does not fix words)	scripts/e452_reimplemented_block.py	results/e452_*.json	Does a block's function fix its vocabulary; do trained writers make words?
e452b	16_vision_round	S46	refuted (fit quality, not objective)	scripts/e452b_endtoend_block.py	results/e452b_*.json	Is the half-sized advantage the missing end-to-end training?
e453	16_vision_round	S46	narrowed (concept level)	scripts/e453_concept_correspondence.py	results/e453_*.json	Do concept words correspond across Qwen sizes under a dense map?
e454	16_vision_round	S46	refuted (at one depth; see e455)	scripts/e454_concept_properties.py	results/e454_*.json	Does a concept word carry its category at one depth?
e455	16_vision_round	S46	supported (size corrected by e458)	scripts/e455_concept_persistent.py	results/e455_*.json	Does swapping the concept word at every depth redirect the model?
e456	17_forensic_instrument	S47	refuted (not a damage detector)	scripts/e456_compression_autopsy.py	results/e456_*.json	Does self-description detect compression damage?
e457	17_forensic_instrument	S47	narrowed (names, does not compress)	scripts/e457_model_diff.py	results/e457_*.json	Can WDD describe what a fine-tune changed, write by write?
e458	17_forensic_instrument	S47	mixed (corrects e455's size)	scripts/e458_steering_checksum.py	results/e458_*.json	Native word against dense steering at natural size; does a WDD checksum predict success?
e459	17_forensic_instrument	S47	narrowed (modest persistence)	scripts/e459_generation_lineage.py	results/e459_*.json	Do native words persist across generated tokens?
e460	17_forensic_instrument	S48	refuted (history is not an input)	scripts/e460_markov_pairs.py	results/e460_*.json	Do near-identical states with different ledgers have different futures?
e461	17_forensic_instrument	S48	refuted (not an authenticity checker)	scripts/e461_forgery_forensics.py	results/e461_*.json	Can WDD detect and locate a forged write-sized vector?
e462	17_forensic_instrument	S49	refuted (not a learning coordinate)	scripts/e462_gradient_writers.py	results/e462_*.json	How does a gradient update reshape a native word, over training?
e463	17_forensic_instrument	S50	refuted (word choice, not inflection)	scripts/e463_native_accents.py	results/e463_*.json	Is a word's grammatical role carried by inflecting shared native words?
e464	17_forensic_instrument	S50	refuted (no contextual syntax)	scripts/e464_illegal_words.py	results/e464_*.json	Is a native word written where it never fires corrected?
e465	17_forensic_instrument	S51	refuted (omission is functional)	scripts/e465_description_healing.py	results/e465_*.json	Does the network regrow what a 16-word description leaves out?
e466	17_forensic_instrument	S52	refuted (the gap is large)	scripts/e466_kalman_gap.py	results/e466_*.json	How many extra dimensions make a 16-word description dynamically sufficient?
e467	17_forensic_instrument	S52	refuted (no special remainder)	scripts/e467_remainder_content.py	results/e467_*.json	What does a 16-word description leave out?
e468	17_forensic_instrument	S52	mixed	scripts/e468_future_tokens.py	results/e468_*.json	Does a description keep what later tokens read from a position?
e469	17_forensic_instrument	S52	supported (across blocks; corrects e451's reading)	scripts/e469_interchange.py	results/e469_*.json	Are native words interchange coordinates for a high-level variable?
e470	17_forensic_instrument	S53	supported (a writing window)	scripts/e470_interchange_map.py	results/e470_*.json	Where, and through which words, do native handles carry a variable?
e471	17_forensic_instrument	S54	refuted (independent processes)	scripts/e471_word_lifecycle.py	results/e471_*.json	Does a neuron become important before it becomes a native word, and does its function die with its usage?
e472	18_recursion_composition	S55	refuted (a projection, not a native attractor)	scripts/e472_wdd_fixed_point.py	results/e472_*.json	Is the 16-word description a fixed point when WDD is applied again, and do perturbed descriptions converge (the recursive fixed point and attractor)?
e473	18_recursion_composition	S55	supported (Qwen; task PCA equal)	scripts/e473_word_algebra.py	results/e473_*.json	Do native handles for two attributes of one word act independently and compose (word algebra)?
e474	18_recursion_composition	S55	refuted (untyped; no native edge here)	scripts/e474_typed_handles.py	results/e474_*.json	Are native identity handles typed by grammatical role?
e475	18_recursion_composition	S55	narrowed (a coarse activation geometry)	scripts/e475_three_geometries.py	results/e475_*.json	Does WDD induce a geometry of states that predicts behaviour beyond activation distance?
e476	18_recursion_composition	S56	narrowed (real; half unexplained)	scripts/e476_profile_audit.py	results/e476_*.json	Is e475's native-only profile signal an artefact of the metric, or a proxy for a plain variable?
e477	18_recursion_composition	S56	supported (Qwen; gender shared, generation less)	scripts/e477_shared_handles.py	results/e477_*.json	Are attribute handles shared across words and languages?
e478	19_workspace_reader	S57	null (no wrong claims)	scripts/e478_certificate_lens.py	results/e478_*.json	Do a native claim's coefficient, provenance and causal receipt separate right from wrong claims better than the lens's confidence (two-hop bridges)?
e478b	19_workspace_reader	S57	refuted (no certificate)	scripts/e478b_certificate_arith.py	results/e478b_*.json	The same certificates where fabrications occur (chained arithmetic, e416's items)?
e479	19_workspace_reader	S57	supported (computed, not echo)	scripts/e479_directed_modulation.py	results/e479_*.json	Is a concept held in mind while copying a sentence surfaced at the writing positions, and is it an echo of the prompt or computed?
e480	19_workspace_reader	S57	mixed (whole reading keeps it, per-word loses half)	scripts/e480_single_token_battery.py	results/e480_*.json	Does the native reader keep what the lens captures on the benchmark's single-token families (basic, multilingual, typo, poetry), regex-scored?
e481	19_workspace_reader	S57	supported (final position)	scripts/e481_multitoken_concepts.py	results/e481_*.json	Can a single native word carry a multi-token concept and disambiguate it?
e482	19_workspace_reader	S57	refuted (position and recency only)	scripts/e482_order_from_signs.py	results/e482_*.json	Do the signs of native words carry the direction of a described action without a question?
e483	20_classical_calibration	S58	established (5 models)	scripts/e483_gumbel_calibration.py	results/e483_*.json	Is the detection threshold an extreme-value law that predicts the detection curve?
e484	20_classical_calibration	S58	narrowed (non-redundant, with correction)	scripts/e484_erasure_channel.py	results/e484_*.json	How does a description degrade over an erasure channel, and does refitting correct?
e485	20_classical_calibration	S58	established (5 models)	scripts/e485_bits_per_word.py	results/e485_*.json	How many bits does the first native word carry about the next and the current token?
e486	20_classical_calibration	S58	null (exponent); established (concentration)	scripts/e486_heaps_law.py	results/e486_*.json	Does the vocabulary in use grow by Heaps' law, and does provenance change the exponent?
e487	20_classical_calibration	S58	established (5 models)	scripts/e487_word_stream_entropy.py	results/e487_*.json	Does the native word stream have sequential structure of its own?
e488	20_classical_calibration	S58	established (5 models)	scripts/e488_projection_pursuit.py	results/e488_*.json	Are native rows the non-Gaussian directions of the state cloud (projection pursuit)?
e489	20_classical_calibration	S58	supported (partial rediscovery)	scripts/e489_ica_rediscovery.py	results/e489_*.json	Does FastICA on the states alone rediscover the rows?
e490	20_classical_calibration	S58	refuted (geometry the same)	scripts/e490_support_coherence.py	results/e490_*.json	Is the correction of e484 due to more coherent native supports?
e491	20_classical_calibration	S58	established (one mode)	scripts/e491_survival_timescales.py	results/e491_*.json	How many timescales does provenance loss have (Prony)?
e492	20_classical_calibration	S58	established	scripts/e492_gumbel_factor.py	results/e492_*.json	How does the provenance factor vary with depth and training?
e493	20_classical_calibration	S59	established (5 models, 9 checkpoints)	scripts/e493_factor_decomposition.py	results/e493_*.json	Where does the provenance factor come from: the largest actual writes standing out, or rows resembling what others wrote?
e494	21_sae_bridge	S59	supported (many-to-many bridge)	scripts/e494_sae_provenance.py	results/e494_*.json	Which weight rows write a learned SAE feature (GPT-2, block 7 input)?
e495	21_sae_bridge	S60	established (5 depths)	scripts/e495_sae_depth.py	results/e495_*.json	Is the provenance layer under SAEs the same at every depth, and are frequent features single rows?
e496	21_sae_bridge	S60	narrowed (the top row, partly)	scripts/e496_feature_from_ledger.py	results/e496_*.json	Does a feature fire when its writer fires?
e497	21_sae_bridge	S61	narrowed (the bridge reworded)	scripts/e497_feature_specificity.py	results/e497_*.json	Are SAE features special to the native dictionary, or is any direction?
e498	20_classical_calibration	S62	established (Pythia 9, OLMo 7 checkpoints)	scripts/e498_two_clocks_anatomy.py	results/e498_*.json	What carries each clock: which network quantities move with the writers' and the non-writers' part across Pythia's training?
e499	21_sae_bridge	S62	supported (provenance; activation family-dependent)	scripts/e499_sae_second_family.py	results/e499_*.json	Does the bridge hold on an independently trained SAE family (OpenAI TopK, 32k latents)?
e500	20_classical_calibration	S62	established (9 checkpoints)	scripts/e500_type_mix_training.py	results/e500_*.json	Which kind of atom becomes a word, and when (Pythia, nine checkpoints)?
e501	21_sae_bridge	S63	refuted (a property of the feature)	scripts/e501_row_following.py	results/e501_*.json	Is the TopK family's stronger row-following its parameterisation, or its features' sparsity?
e502	21_sae_bridge	S64	mixed (real, modest, sparse)	scripts/e502_ledger_controls.py	results/e502_*.json	Does adding the feature's other native rows carry information about its firing beyond its top row, at fixed frequency and with frozen coefficients?
e503	22_model_tested	S64	refuted (both halves; the floor established)	scripts/e503_who_wins.py	results/e503_*.json	Do the model's two halves predict the native maximum, prominence for writers and the second-order Gumbel level for non-writers (GPT-2, Pythia at 8 checkpoints, OLMo; 3 blocks each)?
e504	21_sae_bridge	S64	narrowed (direction and top row replicate; state-likeness does not)	scripts/e504_pythia_sae.py	results/e504_*.json	Does the bridge hold on a residual-stream SAE of another model (Pythia-160m, EleutherAI's TopK)?
e505	22_model_tested	S64	established (the anatomy)	scripts/e505_anatomy_of_the_max.py	results/e505_*.json	What carries a winning projection: the own coefficient, the position's other large writes, the small writes, attention?
e506	22_model_tested	S64	narrowed (the centred chord predicts GPT-2's level; the crowd and the small writes matter elsewhere)	scripts/e506_chord_prediction.py	results/e506_*.json	Does the chord (the largest writes through the Gram) predict the native maximum, in level, rank and identity?
e507	22_model_tested	S65	narrowed (a partial predictor; the crowd amplifies early and contracts late)	scripts/e507_profile_prediction.py	results/e507_*.json	Does the centred chord predict the whole projection profile: ranks, top atoms, calibration, and where the error comes from?
e508	22_model_tested	S66	supported (GPT-2); refuted elsewhere, with the sign of the structure	scripts/e508_chord_wins.py	results/e508_*.json	Is the chord's better prediction of the maximum than of the profile a selection effect over an exchangeable residual?
e509	22_model_tested	S66	established (a response; the contraction spares the chord)	scripts/e509_crowd_response.py	results/e509_*.json	Is the crowd's contraction of the chord the network's response to the chord, and is it area 05's learned contraction?
e510	22_model_tested	S67	refuted (isotropic); the sparing is nonlinear and pattern-level	scripts/e510_contraction_anisotropy.py	results/e510_*.json	Does the learned contraction spare native atoms, or any direction on the state cloud's manifold?
e511	22_model_tested	S68	refuted (the manifold); the sparing is write history	scripts/e511_fake_chord.py	results/e511_*.json	Is the chord's sparing a property of any chord of native rows, or of the rows that wrote at the position?
e512	23_training_sweep	S68	narrowed (a crossover, ordered)	scripts/e512_transition_sweep.py	results/e512_*.json	Is the onset of wordhood a transition, and in what order do the observables move (Pythia-410m, 18 checkpoints from step 512 to the end, blocks 6, 12, 18)?
e513	23_training_sweep	S69	established (the phases); refuted (gradient concentration as the initiator)	scripts/e513_early_sweep.py	results/e513_*.json	What precedes sparsification (Pythia-410m at 13 checkpoints from initialisation to step 2000; e512's observables plus the gradient's concentration across rows, the rows' liveness, the ledger's kurtosis and the cloud's anisotropy)?
